NO,ID POOLING ORDER,BUSSINES SEGMENT,ORGANIZATION,BOOKING DATE,NO JOB ORDER,NO FO,CUSTOMER NAME,SAT (SERVICE AGREEMENT TYPE),CONSIGNE,SALES PRODUCT,ESTIMATE REQ DLV DATE,PRODUCT,ATTACHMENT,CONTAINER TYPE,QUANTITY,FREIGHT TYPE,TRANSPORT TYPE,PICK UP LOCATION,ADDRESS LOADING POINT,ORIGIN,DROP OF LOCATION,ADDRESS UNLOADING POINT,DESTINATION,COMMERCIAL ROUTE,SQ NUMBER,DATE CONFIRM,CONFIRMED QTY,TOTAL MISSED,REASON MISSED,STATUS POOLING,PIC NAME,UPLOAD DOCUMENT,,
136,SM-D000145,ILS,Tanah Merdeka Petra - Sinarmas,05/08/2026 10:09,F1O0000867 - 2334861290,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,05/08/2026 8:00,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,05/08/2026 10:09,4,,,CONFIRM,M. SANDI PRAWIRA,,,
137,SM-D000146,ILS,Tanah Merdeka Petra - Sinarmas,05/08/2026 10:09,F1O0000704 - 2334239700,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,05/08/2026 21:00,CNTD40FT,,40FT,40,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT Bunga Plum Logistik,,,DEPO PDT,,,Depo Arround Priok - Pancaran Depo  - 0 - 36,PTR.SQ.1001288,05/08/2026 10:09,40,,,CONFIRM,M. SANDI PRAWIRA,,,
138,SM-D000147,ILS,Tanah Merdeka Petra - Sinarmas,05/08/2026 16:59,F1O0000673 - 2334719804,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,05/08/2026 21:00,CNTD40FT,,40FT,14,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,05/08/2026 16:59,14,,,CONFIRM,M. SANDI PRAWIRA,,,
139,SM-D000148,ILS,Tanah Merdeka Petra - Sinarmas,05/08/2026 17:00,F1O0000775 - EBKG17925685,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,01/08/2026 8:00,CNTD40FT,,40FT,7,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,31/07/2026 15:27,7,,,CONFIRM,M. SANDI PRAWIRA,,,
140,SM-D000149,ILS,Tanah Merdeka Petra - Sinarmas,06/08/2026 14:27,F1O0000659 - GOSUJKT8129812,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,06/08/2026 16:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,06/08/2026 14:27,2,,,CONFIRM,M. SANDI PRAWIRA,,,
141,SM-D000150,ILS,Tanah Merdeka Petra - Sinarmas,06/08/2026 14:27,F1O0000765 - GOSUJKT8129891,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,06/08/2026 16:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,06/08/2026 14:27,2,,,CONFIRM,M. SANDI PRAWIRA,,,
142,SM-D000151,ILS,Tanah Merdeka Petra - Sinarmas,06/08/2026 16:26,F1O0000772 - JKTG49653800,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,06/08/2026 23:00,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),BSA,,,MAL/T300,,,Depo BSA & Priok - Pelabuhan Tj Priok - 0 - 0,PTR.SQ.1001288,06/08/2026 14:27,6,,,CONFIRM,M. SANDI PRAWIRA,,,
143,SM-D000152,ILS,Tanah Merdeka Petra - Sinarmas,06/08/2026 21:33,F1O0000773 - JKTG50056400,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,07/08/2026 16:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,06/08/2026 21:33,10,,,CONFIRM,M. SANDI PRAWIRA,,,
144,SM-D000153,ILS,Tanah Merdeka Petra - Sinarmas,07/08/2026 13:43,F1O0000842 - 274407549,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,09/08/2026 21:00,CNTD40FT,,40FT,11,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,07/08/2026 13:43,11,,,CONFIRM,M. SANDI PRAWIRA,,,
145,SM-D000154,ILS,Tanah Merdeka Petra - Sinarmas,08/08/2026 17:43,F1O0000499  & F1O0000501,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,08/08/3036 21:00,CNTD40FT,,40FT,14,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,08/08/2026 17:43,14,,,CONFIRM,M. SANDI PRAWIRA,,,
146,SM-D000155,ILS,Tanah Merdeka Petra - Sinarmas,10/08/2026 10:16,F1O0000636 - 2332476720 - 2334608990,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,10/08/2026 12:00,CNTD40FT,,40FT,20,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,10/08/2026 10:16,20,,,CONFIRM,M. SANDI PRAWIRA,,,
147,SM-D000156,ILS,Tanah Merdeka Petra - Sinarmas,10/08/2026 14:10,F1O0000856 - GOSUJKT8130803,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,10/08/2026 21:00,CNTD40FT,,40FT,8,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,10/08/2026 14:10,8,,,CONFIRM,M. SANDI PRAWIRA,,,
148,SM-D000157,ILS,Tanah Merdeka Petra - Sinarmas,10/08/2026 15:00,F1O0000683 - 274459456,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,10/08/2026 21:00,CNTD40FT,,40FT,13,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,10/08/2026 15:00,13,,,CONFIRM,M. SANDI PRAWIRA,,,
149,SM-D000158,ILS,Tanah Merdeka Petra - Sinarmas,10/08/2026 15:00,F1O0000700 - 274529892,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,10/08/2026 21:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,10/08/2026 15:00,1,,,CONFIRM,M. SANDI PRAWIRA,,,
150,SM-D000159,ILS,Tanah Merdeka Petra - Sinarmas,10/08/2026 16:16,F1O0000871 - GOSUJKT8129985,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,10/08/2026 16:00,CNTD40FT,,40FT,5,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PELINDO/ TERMINAL 3,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,10/08/2026 16:16,5,,,CONFIRM,M. SANDI PRAWIRA,,,
151,SM-D000160,ILS,Tanah Merdeka Petra - Sinarmas,11/08/2026 11:05,F1O0000744 - GOSUJKT8130166,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,11/08/2026 18:00,CNTD40FT,,40FT,18,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,11/08/2026 11:05,18,,,CONFIRM,M. SANDI PRAWIRA,,,
152,SM-D000161,ILS,Tanah Merdeka Petra - Sinarmas,11/08/2026 11:05,F1O0000695 - 2334654580,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,11/08/2026 18:00,CNTD40FT,,40FT,9,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,11/08/2026 11:05,9,,,CONFIRM,M. SANDI PRAWIRA,,,
153,SM-D000162,ILS,Tanah Merdeka Petra - Sinarmas,11/08/2026 14:09,F1O0000571 - 2334757470,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,11/08/2026 18:00,CNTD40FT,,40FT,14,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,11/08/2026 11:05,14,,,CONFIRM,M. SANDI PRAWIRA,,,
154,SM-D000163,ILS,Tanah Merdeka Petra - Sinarmas,11/08/2026 14:09,F1O0000853 - 34960240,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,11/08/2026 18:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,11/08/2026 11:05,2,,,CONFIRM,M. SANDI PRAWIRA,,,
155,SM-D000164,ILS,Tanah Merdeka Petra - Sinarmas,11/08/2026 16:57,F1O0000945 - 2336107850,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,11/08/2026 18:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,11/08/2026 16:57,10,,,CONFIRM,M. SANDI PRAWIRA,,,
156,SM-D000165,ILS,Tanah Merdeka Petra - Sinarmas,11/08/2026 16:57,F1O0000676 - EBKG18137966,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,12/08/2026 18:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,11/08/2026 16:57,10,,,CONFIRM,M. SANDI PRAWIRA,,,
157,SM-D000166,ILS,Tanah Merdeka Petra - Sinarmas,12/08/2026 11:45,F1O0000753 - JKTG62568800,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,12/08/2026 18:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,12/08/2026 11:45,2,,,CONFIRM,M. SANDI PRAWIRA,,,
158,SM-D000167,ILS,Tanah Merdeka Petra - Sinarmas,12/08/2026 14:39,F1O0000936 - 2334757471,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,12/08/2026 18:00,CNTD40FT,,40FT,8,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,12/08/2026 14:39,8,,,CONFIRM,M. SANDI PRAWIRA,,,
159,SM-D000168,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 10:30,F1O0000844 - 2335682550,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 16:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,13/08/2026 10:30,1,,,CONFIRM,M. SANDI PRAWIRA,,,
160,SM-D000169,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 10:37,F1O0000829 F1H0000786 - EBKG17947077,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 16:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,13/08/2026 10:37,1,,,CONFIRM,M. SANDI PRAWIRA,,,
161,SM-D000170,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 10:50,F1O0000886 - 2334240470,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 16:00,CNTD40FT,,40FT,8,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,13/08/2026 10:50,8,,,CONFIRM,M. SANDI PRAWIRA,,,
162,SM-D000171,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 10:50,F1O0000887 - 2334719806 GOSUJKT8131445,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 16:00,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,13/08/2026 10:50,3,,,CONFIRM,M. SANDI PRAWIRA,,,
163,SM-D000172,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 10:50,F1O0000888 -GOSUJKT8131561,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 16:00,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,13/08/2026 10:50,3,,,CONFIRM,M. SANDI PRAWIRA,,,
164,SM-D000173,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 10:50,F1O0000889 - GOSUJKT8131198,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 16:00,CNTD40FT,,40FT,5,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,PLB Karawang,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,13/08/2026 10:50,5,,,CONFIRM,M. SANDI PRAWIRA,,,
165,SM-D000174,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 11:55,F1O0000854 - EBKG18043755,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 16:00,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,13/08/2026 11:55,2,,,CONFIRM,M. SANDI PRAWIRA,,,
166,SM-D000175,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 11:55,F1O0000511 - 862IJP0031175,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 16:00,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,GL Terminal,,,KARAWANG - CAKUNG (FULL)  - 0 - 160,PTR.SQ.1001288,13/08/2026 11:55,4,,,CONFIRM,M. SANDI PRAWIRA,,,
167,SM-D000176,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 16:12,F1O0000684 - EBKG17882395,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 16:00,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,13/08/2026 16:12,3,,,CONFIRM,M. SANDI PRAWIRA,,,
168,SM-D000177,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 16:12,F1O0000719 - 862IJP0034556,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 16:00,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,13/08/2026 16:12,1,,,CONFIRM,M. SANDI PRAWIRA,,,
169,SM-D000178,ILS,Tanah Merdeka Petra - Sinarmas,13/08/2026 17:27,F1O0000798 - EBKG17941998,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,13/08/2026 21:00,CNTD40FT,,40FT,7,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,KOJA,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,13/08/2026 17:27,7,,,CONFIRM,M. SANDI PRAWIRA,,,
170,SM-D000179,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 10:05,F1O0000734 - 274614890,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,14/08/2026 13:00,CNTD40FT,,40FT,10,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 10:05,10,,,CONFIRM,M. SANDI PRAWIRA,,,
171,SM-D000180,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 10:05,F1O0000730 - 274604353,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,14/08/2026 13:00,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 10:05,6,,,CONFIRM,M. SANDI PRAWIRA,,,
172,SM-D000181,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 13:39,F1O0000725 - 274599997,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,17/08/2026 21:00,CNTD40FT,,40FT,25,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 13:39,25,,,CONFIRM,M. SANDI PRAWIRA,,,
173,SM-D000182,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 13:52,F1O0000706 - 274530152,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,19/08/2026 12:00,CNTD40FT,,40FT,13,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 13:52,13,,,CONFIRM,M. SANDI PRAWIRA,,,
174,SM-D000183,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 14:41,F1O0000562 - 862IJP0032205,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,15/08/2026 14:41,CNTD40FT,,40FT,1,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 14:41,1,,,CONFIRM,M. SANDI PRAWIRA,,,
175,SM-D000184,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 14:41,F1O0000581 - JKTG56258700,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,15/08/2026 14:41,CNTD40FT,,40FT,2,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,UTC,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 14:41,2,,,CONFIRM,M. SANDI PRAWIRA,,,
176,SM-D000185,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 14:41,F1O0000712 - 862IJP0034548,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,15/08/2026 14:41,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 14:41,4,,,CONFIRM,M. SANDI PRAWIRA,,,
177,SM-D000186,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 14:41,F1O0000853 - 34960240,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,15/08/2026 14:41,CNTD40FT,,40FT,6,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 14:41,6,,,CONFIRM,M. SANDI PRAWIRA,,,
178,SM-D000187,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 14:41,F1O0000719 - 862IJP0034556,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,15/08/2026 14:41,CNTD40FT,,40FT,3,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,NPCT 1,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 14:41,3,,,CONFIRM,M. SANDI PRAWIRA,,,
179,SM-D000188,ILS,Tanah Merdeka Petra - Sinarmas,14/08/2026 15:26,F1O0000877 - JKTG66078800,,INDAH KIAT PULP & PAPER TBK.,REGULER TRIP BASIS ( RTB),INDAH KIAT PULP & PAPER TBK.,CNTD40FT-RTB,15/08/2026 14:41,CNTD40FT,,40FT,4,EXPORT,FULL TRUCKING LOAD (EXP - IMP),PT. Indah Kiat Pulp & Paper - Karawang,,,MAL/T300,,,KARAWANG - TANJUNG PRIOK (IKK)  - 0 - 160,PTR.SQ.1001288,14/08/2026 15:26,4,,,CONFIRM,M. SANDI PRAWIRA,,,
